lot_area,neighborhood,overall_quality,overall_condition,year_built,basement_area,first_floor_area,second_floor_area,full_bath,half_bath,bedrooms,kitchens,garage_area,pool_area,sale_price
1900,MeadowV,4,4,1970,546.0,546,546,1,1,3,1,0.0,0,88250
1890,MeadowV,4,6,1972,546.0,546,546,1,1,3,1,286.0,0,85500
6953,Mitchel,5,7,1971,864.0,874,0,1,0,3,1,352.0,0,130000
26142,Mitchel,5,7,1962,1188.0,1188,0,1,0,3,1,312.0,0,157900
12887,Mitchel,5,7,1984,833.0,833,0,1,0,2,1,495.0,0,149900
7700,Mitchel,5,2,1985,1216.0,1216,1216,4,2,4,2,616.0,0,159000
10475,Mitchel,5,5,1991,624.0,624,650,1,1,3,1,576.0,0,136000
10544,Mitchel,5,5,1969,864.0,864,615,2,0,5,1,275.0,0,161000
9892,Mitchel,8,5,1994,1679.0,1803,0,2,1,3,1,482.0,0,285000
12961,Mitchel,6,5,1993,1152.0,1152,645,2,1,3,1,616.0,0,231000
13008,NAmes,6,5,1956,882.0,882,0,1,0,2,1,502.0,0,124500
10200,NAmes,6,5,1974,1434.0,1434,0,2,0,4,1,528.0,0,157000
13860,NAmes,8,7,1972,1952.0,2000,704,2,1,4,1,538.0,0,345000
10179,Gilbert,6,5,1997,945.0,945,663,2,1,3,1,470.0,0,189500
11792,Gilbert,8,5,2003,1008.0,1008,1275,2,1,4,1,632.0,0,270000
8400,Gilbert,7,5,1996,384.0,958,670,2,1,3,1,390.0,0,189000
14892,Gilbert,9,5,2006,1746.0,1746,0,2,0,3,1,758.0,0,377500
8530,Gilbert,7,5,1995,384.0,804,670,2,1,3,1,400.0,0,168500
7296,StoneBr,8,5,2004,2208.0,2522,0,2,0,1,1,564.0,0,375000
5664,StoneBr,8,5,2000,1501.0,1659,0,2,0,2,1,499.0,0,278000
7380,StoneBr,8,5,1998,1418.0,1478,0,2,0,2,1,495.0,0,240000
8013,StoneBr,8,5,1995,1587.0,1734,0,2,0,2,1,528.0,0,239500
8923,Gilbert,7,5,1998,384.0,751,631,2,1,3,1,396.0,0,177500
10141,Gilbert,7,5,1998,832.0,885,833,2,1,3,1,427.0,0,185000
7500,Gilbert,6,5,1998,952.0,952,684,2,1,3,1,440.0,0,191000
7837,Gilbert,6,7,1993,799.0,799,772,2,1,3,1,380.0,0,178000
9765,Gilbert,6,8,1993,680.0,680,790,2,1,3,1,420.0,0,185000
8803,Gilbert,6,5,1994,707.0,707,809,2,1,3,1,409.0,0,181316
7250,Gilbert,6,5,1993,1181.0,1190,0,2,0,3,1,430.0,0,166000
9636,Gilbert,6,5,1992,808.0,808,785,2,1,3,1,389.0,0,178000
8125,Gilbert,6,5,1994,702.0,702,779,2,1,3,1,343.0,0,174000
9248,Gilbert,6,6,1992,1158.0,1167,0,2,0,3,1,400.0,0,173000
10762,Gilbert,7,5,1999,978.0,1005,978,2,1,3,1,490.0,0,225000
11851,Gilbert,7,5,1990,1424.0,1442,0,2,0,3,1,500.0,0,180500
5814,StoneBr,8,5,1984,1220.0,1360,0,1,0,1,1,565.0,0,187500
17423,StoneBr,9,5,2008,2216.0,2234,0,2,0,1,1,1166.0,0,501837
11844,StoneBr,8,5,2008,2046.0,2046,0,2,1,3,1,834.0,0,372500
16158,StoneBr,7,5,2005,1530.0,1530,0,2,0,3,1,430.0,0,260000
11900,Gilbert,5,6,1977,1122.0,946,988,2,1,3,1,567.0,0,185000
13005,NWAmes,7,7,1980,845.0,1153,1200,2,1,4,1,484.0,0,260000
17043,NWAmes,6,5,1979,1362.0,1586,0,2,0,3,1,435.0,0,181000
11900,NWAmes,7,5,1977,1386.0,1411,0,2,0,3,1,544.0,0,82500
16635,NWAmes,6,7,1977,1602.0,1602,0,2,0,3,1,529.0,0,215000
13250,NWAmes,7,6,1978,832.0,1154,896,2,1,4,1,529.0,0,154000
10928,NWAmes,6,6,1978,1427.0,1671,0,2,0,3,1,484.0,0,200000
12388,NWAmes,7,7,1980,1043.0,1539,1134,2,1,4,1,441.0,0,249000
14115,NWAmes,7,5,1980,1372.0,1472,0,2,0,3,1,588.0,0,187500
11088,NWAmes,6,5,1978,1140.0,1707,0,2,0,3,1,479.0,0,184000
9600,NWAmes,8,5,1981,2524.0,2524,0,2,1,4,1,542.0,0,278000
11880,NWAmes,7,5,1978,1271.0,1601,0,2,0,3,1,478.0,0,157000
10400,NWAmes,7,5,1976,1090.0,1370,0,2,0,3,1,479.0,0,152000
10304,NWAmes,5,7,1976,780.0,1088,780,2,1,4,1,484.0,0,197500
7000,Somerst,7,5,2003,926.0,1016,868,2,1,3,1,581.0,0,240900
8004,Somerst,8,5,2009,832.0,832,1103,2,1,3,1,552.0,0,263435
7500,Somerst,8,5,2000,1058.0,1058,816,2,1,3,1,588.0,0,220000
8470,Somerst,8,5,2002,972.0,972,839,2,1,3,1,565.0,0,235000
9373,NWAmes,5,7,1975,1621.0,1621,0,2,0,3,1,478.0,0,213000
10140,NWAmes,6,6,1974,1116.0,1116,0,2,0,3,1,528.0,0,167900
11050,NWAmes,7,5,1975,1176.0,1193,0,2,0,3,1,506.0,0,158000
10140,NWAmes,6,5,1974,1064.0,1350,0,2,0,3,1,478.0,0,165000
10448,NWAmes,6,6,1972,689.0,1378,741,2,1,3,1,583.0,0,158000
9000,NAmes,5,5,1974,896.0,896,896,2,2,4,2,0.0,0,136000
8750,NAmes,5,6,1970,1002.0,1002,0,1,0,3,1,902.0,0,148500
7930,NAmes,6,8,1969,1026.0,1026,0,1,0,3,1,440.0,0,156000
7830,NAmes,5,5,1970,1180.0,1180,0,1,1,2,1,477.0,0,128000
8510,NAmes,5,7,1971,1043.0,1050,0,1,1,3,1,336.0,0,143000
7038,NAmes,4,6,1970,864.0,864,0,1,0,3,1,576.0,0,76500
6960,NAmes,4,6,1970,864.0,864,0,1,0,3,1,660.0,0,120500
8120,NAmes,4,7,1970,864.0,864,0,1,0,3,1,463.0,0,124500
10500,NAmes,4,6,1971,864.0,864,0,1,0,2,1,576.0,0,97000
9000,NAmes,4,7,1971,864.0,864,0,1,0,3,1,576.0,0,130000
1680,BrDale,6,5,1973,483.0,483,504,1,1,2,1,264.0,0,111000
2368,BrDale,5,6,1970,765.0,765,600,1,1,3,1,440.0,0,125000
1680,BrDale,5,5,1971,630.0,630,672,2,1,3,1,280.0,0,112000
1680,BrDale,6,6,1972,483.0,483,504,1,1,2,1,288.0,0,97000
1680,BrDale,6,8,1972,483.0,483,504,1,1,2,1,264.0,0,118000
1680,BrDale,5,7,1972,630.0,630,672,2,1,3,1,264.0,0,119500
4928,NPkVill,6,6,1976,958.0,958,0,2,0,2,1,440.0,0,143750
2308,NPkVill,6,5,1976,804.0,804,744,2,1,3,1,440.0,0,146000
2280,NPkVill,6,6,1976,855.0,855,601,2,1,3,1,440.0,0,148500
2280,NPkVill,7,5,1975,1057.0,1055,0,2,0,2,1,440.0,0,123000
2308,NPkVill,6,5,1974,855.0,855,467,2,1,3,1,440.0,0,147000
2349,NPkVill,6,5,1977,855.0,855,601,2,1,3,1,440.0,0,137900
2364,NPkVill,6,5,1978,804.0,804,744,2,1,3,1,440.0,0,147000
2289,NPkVill,6,6,1978,855.0,855,586,2,1,3,1,440.0,0,148500
2364,NPkVill,6,5,1978,855.0,855,601,2,1,3,1,440.0,0,138000
2104,NPkVill,7,6,1976,836.0,836,0,1,0,2,1,345.0,0,128500
7150,NAmes,5,5,1967,892.0,892,0,1,0,3,1,288.0,0,100000
10710,NAmes,5,7,1966,864.0,1120,0,1,0,3,1,656.0,0,148800
12456,NridgHt,10,5,2006,1700.0,1718,0,2,0,3,1,786.0,0,337500
14257,NridgHt,9,5,2007,1776.0,1794,978,3,1,4,1,754.0,0,462000
13518,NridgHt,9,5,2008,1926.0,1966,1174,3,1,4,1,820.0,0,485000
15431,NridgHt,10,5,2008,3094.0,2402,0,2,0,2,1,672.0,0,555000
13173,NridgHt,9,5,2006,1652.0,1652,0,2,0,2,1,840.0,0,325000
14230,NridgHt,8,5,2007,1566.0,1600,0,2,0,3,1,890.0,0,256300
12704,NridgHt,8,5,2008,2042.0,2042,0,2,1,3,1,1390.0,0,253293
12350,NridgHt,9,5,2009,1365.0,1365,1325,2,1,3,1,864.0,0,398800
11308,NridgHt,9,5,2008,1104.0,1130,1054,2,1,3,1,836.0,0,335000
12350,NridgHt,9,5,2008,2020.0,2020,0,2,0,3,1,896.0,0,404000
12220,NridgHt,10,5,2009,2006.0,2020,0,2,1,3,1,900.0,0,402861
13478,NridgHt,10,5,2008,1722.0,1728,568,2,1,3,1,842.0,0,451950
13693,NridgHt,10,5,2007,2630.0,2674,0,2,1,2,1,762.0,0,610000
13891,NridgHt,9,5,2008,1734.0,1734,1088,3,1,4,1,1020.0,0,582933
11578,NridgHt,9,5,2008,1736.0,1736,0,2,0,3,1,834.0,0,360000
16870,NridgHt,8,5,2004,1782.0,1782,0,2,0,3,1,932.0,0,296000
23303,NridgHt,8,5,2007,1508.0,1508,1012,2,1,5,1,640.0,0,409900
11146,NridgHt,8,5,2006,1709.0,1717,0,2,0,3,1,908.0,0,255500
10367,NridgHt,9,5,2008,1739.0,1743,0,2,0,3,1,927.0,0,335000
9591,NridgHt,8,5,2004,1713.0,1713,0,2,0,3,1,856.0,0,274900
10872,NridgHt,9,5,2006,1504.0,1531,0,2,0,2,1,700.0,0,300000
13514,NridgHt,9,5,2008,1774.0,1808,0,2,0,3,1,850.0,0,324000
8834,NridgHt,9,5,2004,1462.0,1462,762,2,1,4,1,738.0,0,350000
11362,NridgHt,8,5,2004,1836.0,1836,0,2,0,3,1,862.0,0,280000
10655,NridgHt,8,5,2003,3206.0,1629,0,2,0,3,1,880.0,0,284000
12878,NridgHt,7,5,2003,1760.0,1760,0,2,0,3,1,583.0,0,269500
9541,NridgHt,7,5,2009,1502.0,1502,0,2,0,3,1,644.0,0,233170
13472,NridgHt,10,5,2003,2392.0,2392,0,2,0,3,1,968.0,0,386250
15274,NridgHt,9,5,2003,2452.0,2452,0,2,0,3,1,886.0,0,445000
13262,NridgHt,8,5,2003,1082.0,1105,1295,3,1,4,1,730.0,0,290000
9658,NridgHt,8,5,2006,1598.0,1606,0,2,0,3,1,871.0,0,255900
6904,NridgHt,6,5,2005,1358.0,1358,0,2,0,2,1,484.0,0,213000
5381,NridgHt,6,5,2005,1306.0,1306,0,2,0,1,1,624.0,0,196000
5122,NridgHt,6,5,2005,1306.0,1306,0,2,0,1,1,624.0,0,184500
10307,NridgHt,7,5,2007,1350.0,1358,0,2,0,2,1,484.0,0,212500
5001,NridgHt,7,5,2007,1314.0,1314,0,2,0,2,1,626.0,0,230000
14836,NridgHt,10,5,2004,2492.0,2492,0,2,1,2,1,949.0,0,552000
15262,NridgHt,8,5,2003,2200.0,2200,0,2,1,3,1,685.0,0,382500
7390,NridgHt,9,5,2008,1884.0,1884,0,2,0,2,1,649.0,0,320000
6472,NridgHt,9,5,2008,1451.0,1456,0,2,0,2,1,539.0,0,248500
16770,NridgHt,8,5,2002,1712.0,1712,0,2,0,3,1,701.0,0,286500
6240,NridgHt,8,5,2006,1324.0,1324,0,2,0,2,1,550.0,0,254000
3480,NridgHt,7,5,2003,1405.0,1405,0,2,0,2,1,478.0,0,173000
2268,NridgHt,7,5,2003,764.0,764,862,2,0,2,1,474.0,0,173000
10928,Gilbert,7,5,2005,728.0,728,728,2,1,3,1,390.0,0,184000
8918,Gilbert,6,5,2005,745.0,745,745,2,1,3,1,392.0,0,167800
12589,Gilbert,6,5,2005,742.0,742,742,2,1,3,1,390.0,0,174000
11911,Gilbert,6,5,2005,684.0,684,876,2,1,3,1,400.0,0,174000
3684,Blmngtn,7,5,2007,1373.0,1555,0,2,0,2,1,660.0,0,174000
3635,Blmngtn,7,5,2007,1386.0,1569,0,2,0,1,1,660.0,0,175900
3182,Blmngtn,7,5,2005,1373.0,1555,0,2,0,2,1,430.0,0,192500
3182,Blmngtn,7,5,2005,1346.0,1504,0,2,0,1,1,457.0,0,181000
3182,Blmngtn,7,5,2005,1220.0,1220,0,2,0,2,1,397.0,0,180000
3182,Blmngtn,7,5,2005,1145.0,1145,0,2,0,2,1,397.0,0,160200
7795,Gilbert,7,5,2004,716.0,716,716,2,1,3,1,432.0,0,188500
8068,Gilbert,6,5,2002,1010.0,1010,1257,2,1,4,1,390.0,0,200000
9434,Gilbert,7,5,2004,384.0,744,630,2,1,3,1,400.0,0,170000
7984,Gilbert,7,5,2004,868.0,868,762,2,1,3,1,436.0,0,189500
7750,Gilbert,8,5,2002,408.0,779,640,2,1,3,1,527.0,0,184100
10125,Gilbert,7,5,2004,846.0,846,748,2,1,3,1,434.0,0,195500
8965,Gilbert,7,5,2003,782.0,806,683,2,1,3,1,400.0,0,192000
8174,Gilbert,7,5,2003,698.0,698,644,2,1,3,1,393.0,0,178000
5063,NridgHt,7,5,2007,1314.0,1314,0,2,0,2,1,626.0,0,207500
8795,Gilbert,7,5,2000,952.0,980,1276,2,1,4,1,554.0,0,236000
12891,Gilbert,8,5,2002,870.0,878,1126,2,1,4,1,644.0,0,257500
12224,Gilbert,6,5,2000,992.0,1022,1032,2,1,3,1,390.0,0,244000
9734,Gilbert,7,5,2004,384.0,744,630,2,1,3,1,400.0,0,167000
8123,Gilbert,6,5,2000,982.0,1007,793,2,1,3,1,463.0,0,179000
8433,Gilbert,6,5,2000,794.0,819,695,2,1,3,1,394.0,0,190000
7750,Gilbert,7,5,1999,384.0,774,656,2,1,3,1,400.0,0,156000
15896,Gilbert,7,5,1999,1177.0,1223,1089,2,1,4,1,658.0,0,245000
24682,Gilbert,6,5,1999,841.0,892,783,2,1,3,1,502.0,0,181000
8755,Gilbert,7,5,1999,992.0,1022,1038,2,1,3,1,390.0,0,214000
7848,Gilbert,7,6,1999,384.0,774,656,2,1,3,1,410.0,0,168000
9430,NoRidge,8,5,1999,1252.0,1268,1097,2,1,3,1,856.0,0,337000
15138,NoRidge,8,5,1995,1462.0,1490,1304,2,1,4,1,810.0,0,403000
12720,NoRidge,8,5,2000,1455.0,1466,1221,2,1,4,1,810.0,0,327000
16545,NoRidge,8,5,1998,1284.0,1310,1140,2,1,3,1,1069.0,0,340000
12203,NoRidge,8,5,1998,1225.0,1276,1336,2,1,4,1,676.0,0,336000
10208,NoRidge,7,5,1996,1264.0,1277,1067,2,1,3,1,889.0,0,265000
10750,NoRidge,8,5,1994,2024.0,2063,0,2,0,3,1,815.0,0,315000
9900,NoRidge,7,5,1993,1347.0,1372,1274,2,1,4,1,656.0,0,260000
9085,NoRidge,7,5,1995,1070.0,1094,967,2,1,3,1,647.0,0,260000
11692,NoRidge,8,5,1993,1173.0,1215,1017,2,1,3,1,623.0,0,263550
46589,NoRidge,8,7,1994,1629.0,1686,762,2,1,4,1,711.0,0,402000
29959,NoRidge,7,6,1994,973.0,979,871,2,1,3,1,467.0,0,248000
9612,Somerst,8,5,2008,1468.0,1468,0,2,0,3,1,898.0,0,244600
11194,Somerst,8,5,2008,1696.0,1696,0,2,0,3,1,972.0,0,275000
10206,Somerst,8,5,2008,1614.0,1658,0,2,1,3,1,726.0,0,257500
9262,Somerst,8,5,2008,1573.0,1578,0,2,0,3,1,840.0,0,287090
10130,Somerst,8,5,2007,1702.0,1702,0,2,0,3,1,844.0,0,275500
9139,Somerst,8,5,2006,1422.0,1432,0,2,0,3,1,492.0,0,245000
9675,Somerst,7,5,2005,1113.0,1113,858,2,1,3,1,689.0,0,253000
11128,Somerst,9,5,2005,2458.0,2490,0,2,0,2,1,795.0,0,468000
8640,Somerst,7,5,2009,900.0,932,920,2,1,3,1,644.0,0,252678
9000,Somerst,8,5,2008,768.0,786,804,2,1,3,1,676.0,0,210000
7862,Somerst,6,5,2009,1218.0,1218,0,2,0,2,1,676.0,0,208300
7993,Somerst,7,5,2008,1436.0,1436,0,2,0,3,1,529.0,0,225000
8640,Somerst,8,5,2009,1300.0,1314,0,2,0,3,1,552.0,0,229456
8640,Somerst,7,5,2008,1402.0,1402,0,2,0,3,1,625.0,0,229800
12606,Somerst,9,5,2007,1530.0,1530,0,2,0,3,1,984.0,0,250000
9187,Somerst,9,5,2009,1766.0,1766,0,2,1,2,1,478.0,0,370878
7500,Somerst,8,5,2006,1372.0,1448,0,2,0,2,1,692.0,0,238500
11003,Somerst,10,5,2008,1017.0,1026,981,2,1,3,1,812.0,0,310000
10603,Somerst,8,5,2006,900.0,909,886,2,1,3,1,782.0,0,270000
10574,Somerst,8,5,2005,1082.0,1082,871,2,1,3,1,1043.0,0,252000
8125,Somerst,7,5,2006,1092.0,1112,438,2,0,2,1,438.0,0,241000
8125,Somerst,8,5,2008,1836.0,1836,0,2,0,3,1,517.0,0,264500
10625,Somerst,7,5,2006,1652.0,1662,0,2,0,3,1,711.0,0,291000
9375,Somerst,7,5,2003,912.0,912,1182,2,1,4,1,615.0,0,263000
7500,Somerst,7,5,2004,1221.0,1221,0,2,0,2,1,400.0,0,185000
8736,Somerst,7,5,2003,1553.0,1553,0,2,0,3,1,588.0,0,234500
8127,Somerst,7,5,2003,812.0,812,841,2,1,3,1,628.0,0,209000
9605,SawyerW,7,6,2007,1218.0,1218,0,1,1,3,1,576.0,0,159000
7500,SawyerW,7,5,2006,1141.0,1141,0,1,1,3,1,484.0,0,152000
7500,SawyerW,6,5,2004,1158.0,1158,0,1,1,3,1,0.0,0,143500
10628,SawyerW,7,5,2004,835.0,871,941,2,1,3,1,478.0,0,193000
10141,SawyerW,8,5,2004,1512.0,1512,0,2,0,3,1,845.0,0,203000
10083,SawyerW,7,5,2003,1176.0,1200,0,2,0,2,1,555.0,0,184900
13072,SawyerW,7,5,2004,1114.0,1114,0,1,1,3,1,576.0,0,159000
13072,SawyerW,5,5,2004,1114.0,1114,0,1,1,3,1,0.0,0,142000
12450,SawyerW,5,5,2003,1114.0,1114,0,2,0,3,1,576.0,0,153000
7328,SawyerW,7,5,2008,1450.0,1450,0,2,0,2,1,788.0,0,224243
11492,SawyerW,7,5,1996,913.0,913,1209,2,1,4,1,559.0,0,220000
10994,SawyerW,8,5,2005,1844.0,1844,0,2,0,2,1,620.0,0,257000
8529,SawyerW,7,5,2001,1454.0,1434,0,2,0,3,1,527.0,0,189000
7703,SawyerW,6,6,1992,816.0,833,897,2,1,3,1,528.0,0,171500
10762,SawyerW,6,6,1980,626.0,626,591,1,1,3,1,288.0,0,120000
7175,SawyerW,6,5,1990,1332.0,1332,0,2,0,2,1,542.0,0,145000
9109,SawyerW,7,5,1994,754.0,754,786,2,1,3,1,495.0,0,184000
10274,SawyerW,6,7,1986,676.0,698,702,2,1,3,1,465.0,0,162000
8250,SawyerW,6,7,1981,0.0,964,918,2,0,4,2,612.0,0,160000
8400,SawyerW,4,4,1950,721.0,841,0,1,0,2,1,294.0,0,82000
9000,SawyerW,6,3,1928,784.0,784,0,1,0,2,1,360.0,0,76000
9750,Sawyer,5,5,1962,980.0,980,0,1,0,3,1,400.0,0,110000
7064,Sawyer,5,6,1977,980.0,980,0,1,0,3,1,484.0,0,135000
8499,Sawyer,5,6,1961,864.0,864,0,1,0,3,1,732.0,0,141000
9079,Sawyer,5,5,1961,864.0,864,0,1,0,2,1,440.0,0,122000
9316,Sawyer,5,5,1965,1024.0,1020,0,2,0,3,1,288.0,0,124100
7791,Sawyer,5,8,1963,912.0,912,0,1,0,3,1,300.0,0,129000
10000,Sawyer,5,6,1961,864.0,1144,0,1,0,3,1,264.0,0,131400
8281,Sawyer,5,5,1965,864.0,864,0,1,0,3,1,360.0,0,62383
7150,Sawyer,5,6,1962,912.0,912,0,1,0,3,1,252.0,0,123000
15676,Veenker,8,8,1980,2014.0,2014,0,2,0,2,1,864.0,0,275000
11949,NoRidge,7,8,1991,975.0,975,780,2,1,3,1,524.0,0,235000
2880,Somerst,7,5,2004,1376.0,1376,1629,2,1,3,1,704.0,0,280750
3951,Somerst,6,5,2009,612.0,612,612,2,1,2,1,528.0,0,164500
3000,Somerst,6,5,2009,612.0,612,612,2,1,2,1,528.0,0,173733
3830,Somerst,6,5,2008,1726.0,1726,0,2,1,2,1,561.0,0,222000
4217,Somerst,6,5,2008,1145.0,1256,0,1,1,1,1,641.0,0,195000
3230,Somerst,6,5,1999,729.0,742,729,2,1,3,1,440.0,0,172500
2998,Somerst,6,5,2000,756.0,756,756,2,1,2,1,440.0,0,180000
3768,Somerst,7,5,1999,691.0,713,739,2,1,3,1,506.0,0,156000
2645,Somerst,8,5,1999,970.0,983,756,2,1,3,1,480.0,0,172500
14694,Veenker,8,9,1977,1694.0,1694,0,2,0,2,1,642.0,0,318750
3782,Greens,8,5,1981,1226.0,1226,0,1,0,1,1,484.0,0,211500
15417,Veenker,7,5,1981,1740.0,1740,0,1,1,2,1,540.0,0,241600
9600,Veenker,8,5,1976,392.0,1487,1012,2,1,4,1,527.0,0,180500
9991,Sawyer,4,4,1976,1281.0,1620,0,2,0,3,1,490.0,0,150000
11700,NWAmes,6,6,1968,727.0,829,727,1,1,4,1,441.0,0,154000
11717,NWAmes,6,6,1970,1442.0,1442,0,2,0,2,1,615.0,0,185000
9156,NWAmes,6,7,1968,1489.0,1489,0,2,0,3,1,462.0,0,185750
10382,NWAmes,7,6,1973,1107.0,1107,983,2,1,3,1,484.0,0,200000
12732,NWAmes,7,6,1974,752.0,1285,782,2,1,3,1,784.0,0,206000
12936,NWAmes,6,6,1972,723.0,735,660,1,1,3,1,497.0,0,162000
10400,NWAmes,6,7,1967,932.0,1271,1369,2,1,5,1,515.0,0,256900
17871,NWAmes,6,5,1967,1680.0,1724,0,1,1,3,1,480.0,0,197900
9600,NWAmes,5,5,1969,1288.0,1336,0,2,0,3,1,502.0,0,163000
9000,NWAmes,6,5,1969,1216.0,1216,0,1,0,3,1,336.0,0,113000
13774,NWAmes,7,7,1977,908.0,1316,972,1,2,4,1,520.0,0,230000
9650,NWAmes,6,5,1977,1350.0,1334,0,2,0,2,1,630.0,0,167900
10140,NWAmes,7,5,1998,1650.0,1680,0,2,0,3,1,583.0,0,213250
8400,NWAmes,8,6,2001,810.0,810,855,2,1,3,1,528.0,0,227000
7130,NAmes,5,6,1967,864.0,864,0,1,0,2,1,312.0,0,130000
9600,NAmes,5,5,1967,1568.0,1568,0,1,1,3,1,440.0,0,143000
9100,NAmes,5,6,1965,925.0,925,0,1,0,2,1,429.0,0,117500
9600,NWAmes,7,5,1974,1165.0,1165,896,2,1,4,1,498.0,0,168500
16500,NWAmes,6,5,1971,1232.0,1320,0,2,0,3,1,495.0,0,172500
9790,NWAmes,6,5,1967,1372.0,1342,0,2,0,3,1,457.0,0,161500
7436,NAmes,4,7,1960,894.0,894,0,1,0,2,1,396.0,0,141500
8125,NAmes,5,7,1959,864.0,864,0,1,0,3,1,308.0,0,118000
9100,NAmes,6,6,1959,864.0,864,0,1,0,2,1,300.0,0,127500
9450,NAmes,4,5,1957,1040.0,1362,0,1,0,3,1,768.0,0,140000
13495,NAmes,5,6,1956,1048.0,1728,0,2,0,3,1,576.0,0,177625
11475,NAmes,5,5,1958,1584.0,1776,0,2,0,4,2,888.0,0,110000
10004,NAmes,6,6,1964,1516.0,1516,0,1,1,3,1,472.0,0,167000
9350,NAmes,5,6,1961,1313.0,1313,0,1,1,3,1,610.0,0,153000
10500,NAmes,5,5,1964,1292.0,1292,0,1,1,3,1,520.0,0,145100
11000,NAmes,5,6,1966,1154.0,1154,0,1,1,3,1,480.0,0,154000
8970,NAmes,5,6,1965,744.0,825,1315,2,1,4,1,549.0,0,177500
12095,NAmes,6,6,1964,1127.0,1445,0,1,1,3,1,645.0,0,158000
9600,NAmes,5,6,1959,1041.0,1041,0,1,0,3,1,270.0,0,124500
11475,NAmes,6,6,1961,1208.0,1576,0,1,0,4,1,368.0,0,174500
9768,NAmes,5,5,1955,960.0,960,0,1,0,2,1,330.0,0,122000
5330,BrkSide,4,7,1940,420.0,708,0,1,0,2,1,0.0,0,82500
7015,BrkSide,5,4,1950,709.0,979,224,1,0,3,1,352.0,0,110000
12160,NAmes,6,4,1953,1505.0,1505,0,1,0,2,1,505.0,0,149500
9900,NAmes,6,5,1967,1680.0,1691,0,1,0,2,1,550.0,0,175000
9600,NAmes,6,5,1953,1416.0,1644,0,1,0,3,1,418.0,0,167000
9600,NAmes,5,6,1956,1050.0,1050,0,1,0,2,1,338.0,0,128900
9600,NAmes,6,8,1950,856.0,1112,556,1,1,3,1,271.0,0,140000
9600,NAmes,5,7,1950,1113.0,1113,0,1,0,3,1,264.0,0,147000
8944,NAmes,5,5,1967,1584.0,1584,0,2,0,4,2,792.0,0,124000
10573,NAmes,6,6,1961,1453.0,1453,0,2,0,3,1,530.0,0,187500
9500,NAmes,6,5,1963,1394.0,1394,0,1,1,3,1,514.0,0,159000
14695,NAmes,6,8,1966,1562.0,1567,0,2,0,2,1,542.0,0,256000
13600,NAmes,7,6,1965,768.0,1186,800,2,1,3,1,486.0,0,205000
13000,NAmes,6,6,1968,896.0,1182,960,2,1,4,1,509.0,0,193500
13560,NAmes,6,3,1968,1392.0,1392,0,1,0,2,1,576.0,0,110000
12513,NAmes,4,4,1920,715.0,1281,457,2,0,4,1,368.0,0,104900
8760,NAmes,5,7,1956,1169.0,1144,0,1,0,3,1,286.0,0,150000
8400,NAmes,6,3,1957,1478.0,1478,0,1,1,3,1,442.0,0,156500
12285,NAmes,7,6,1960,1329.0,1329,0,1,1,3,1,441.0,0,176000
9240,NAmes,6,8,1959,988.0,988,0,2,0,3,1,297.0,0,149500
9600,NAmes,6,6,1958,1240.0,1632,0,2,0,3,1,338.0,0,139000
12400,NAmes,6,7,1958,1215.0,1215,0,1,0,3,1,297.0,0,155000
8750,NAmes,5,5,1956,1202.0,1202,0,1,0,3,1,304.0,0,120000
8750,NAmes,5,5,1955,1382.0,1382,0,1,0,3,1,350.0,0,153000
10400,NAmes,4,5,1956,1200.0,1200,0,1,0,3,1,294.0,0,144000
19296,NAmes,6,5,1962,1362.0,1382,0,1,0,3,1,884.0,0,176000
8532,NAmes,5,6,1954,1297.0,1297,0,1,0,3,1,498.0,0,153000
9482,NAmes,5,4,1958,1866.0,1866,0,2,0,4,2,495.0,0,135000
8128,NAmes,6,7,1954,1062.0,1062,0,1,0,3,1,297.0,0,131000
10634,NAmes,5,6,1953,608.0,1319,0,1,0,3,1,270.0,0,123000
13070,NAmes,5,5,1951,631.0,1112,0,1,0,2,1,480.0,0,126000
10434,NAmes,4,5,1955,1005.0,1005,0,1,0,2,1,672.0,0,115000
14559,NAmes,5,7,1951,1008.0,1363,0,1,0,2,1,288.0,0,164900
8480,NAmes,5,6,1945,793.0,793,0,1,0,2,1,240.0,0,113000
7626,NAmes,5,8,1952,1031.0,1031,0,1,0,2,1,230.0,0,145500
9533,NAmes,5,5,1953,0.0,1210,0,1,1,2,1,616.0,0,102900
10615,OldTown,3,5,1900,978.0,1014,685,2,0,3,2,420.0,0,95000
11419,NAmes,7,7,1948,699.0,801,726,1,1,3,1,410.0,0,152500
9600,NAmes,5,6,1950,1200.0,1200,0,1,0,3,1,246.0,0,129900
8000,NAmes,6,6,1948,972.0,972,0,1,0,2,1,240.0,0,132000
5470,OldTown,3,5,1958,792.0,792,0,1,0,2,1,366.0,0,99900
10410,OldTown,5,7,1916,660.0,808,704,2,1,3,1,180.0,0,135000
10800,OldTown,5,7,1939,676.0,676,676,2,0,4,1,720.0,0,149000
8146,OldTown,4,8,1900,405.0,717,322,1,0,2,1,281.0,0,114000
9022,OldTown,5,8,1924,768.0,792,0,1,0,2,1,240.0,0,109500
10230,OldTown,5,7,1925,1054.0,1078,0,1,0,3,1,264.0,0,125000
10410,OldTown,4,5,1915,1313.0,1313,0,2,0,3,1,528.0,0,142900
7200,OldTown,7,9,1910,560.0,930,760,2,0,4,1,624.0,0,156500
